current path: ./saved_models/vae-train
Loading data
current path: ./saved_models/vae-train
Loading data
current path: ./saved_models/vae-train
Loading data
get poison test loader
current path: ./saved_models/vae-train
Loading data
get poison test loader
current path: ./saved_models/vae-train
Loading data
get poison test loader
Loaded parameters from saved model: LR is 0.001 and current epoch is 1801
Poisoned following participants: 1
We use following environment for graphs:  ppdl_experiment_cifar_pixel_pattern_12
participant_ids are: range(0, 100)
alpha: 0
Iteration 401, Generator loss: -1.9561, l_f: 0.3465, l_d: 89.6484, recons_loss: -89.6484, kld_loss: 0.0028
Normalize: l_f: 0.3331, l_d: 127.7490, kld_loss: 0.0020, s_l_f: 0.1249, s_l_d: 2.1097, s_kld_loss: 0.0009
Iteration 501, Generator loss: -2.1089, l_f: 0.3331, l_d: 127.7490, recons_loss: -127.7490, kld_loss: 0.0020
Normalize: l_f: 0.3398, l_d: 86.1621, kld_loss: 0.0133, s_l_f: 0.1271, s_l_d: 1.9403, s_kld_loss: 0.0057
Iteration 601, Generator loss: -1.9346, l_f: 0.3398, l_d: 86.1621, recons_loss: -86.1621, kld_loss: 0.0133
Normalize: l_f: 0.3413, l_d: 102.0996, kld_loss: 0.0038, s_l_f: 0.1275, s_l_d: 2.0133, s_kld_loss: 0.0016
Iteration 701, Generator loss: -2.0116, l_f: 0.3413, l_d: 102.0996, recons_loss: -102.0996, kld_loss: 0.0038
Epoch 2, Generator loss: -1.9230, l_f: 0.3441, l_d: 83.1738, recons_loss: -83.1738, kld_loss: 0.0051
Normalize: l_f: 0.3444, l_d: 73.2129, kld_loss: 0.0051, s_l_f: 0.1285, s_l_d: 1.8705, s_kld_loss: 0.0022
Iteration 1, Generator loss: -1.8683, l_f: 0.3444, l_d: 73.2129, recons_loss: -73.2129, kld_loss: 0.0051
Normalize: l_f: 0.3426, l_d: 95.1270, kld_loss: 0.0031, s_l_f: 0.1279, s_l_d: 1.9828, s_kld_loss: 0.0013
Iteration 101, Generator loss: -1.9815, l_f: 0.3426, l_d: 95.1270, recons_loss: -95.1270, kld_loss: 0.0031
Normalize: l_f: 0.3434, l_d: 85.1660, kld_loss: 0.0055, s_l_f: 0.1282, s_l_d: 1.9353, s_kld_loss: 0.0024
Iteration 201, Generator loss: -1.9329, l_f: 0.3434, l_d: 85.1660, recons_loss: -85.1660, kld_loss: 0.0055
Normalize: l_f: 0.3408, l_d: 80.6836, kld_loss: 0.0515, s_l_f: 0.1274, s_l_d: 1.9121, s_kld_loss: 0.0218
Iteration 301, Generator loss: -1.8903, l_f: 0.3408, l_d: 80.6836, recons_loss: -80.6836, kld_loss: 0.0515
Normalize: l_f: 0.3424, l_d: 84.1699, kld_loss: 0.0164, s_l_f: 0.1279, s_l_d: 1.9303, s_kld_loss: 0.0071
Iteration 401, Generator loss: -1.9232, l_f: 0.3424, l_d: 84.1699, recons_loss: -84.1699, kld_loss: 0.0164
Normalize: l_f: 0.3385, l_d: 85.1660, kld_loss: 0.0098, s_l_f: 0.1266, s_l_d: 1.9353, s_kld_loss: 0.0042
Iteration 501, Generator loss: -1.9311, l_f: 0.3385, l_d: 85.1660, recons_loss: -85.1660, kld_loss: 0.0098
Normalize: l_f: 0.3384, l_d: 71.7188, kld_loss: 0.0058, s_l_f: 0.1266, s_l_d: 1.8616, s_kld_loss: 0.0025
Iteration 601, Generator loss: -1.8591, l_f: 0.3384, l_d: 71.7188, recons_loss: -71.7188, kld_loss: 0.0058
Normalize: l_f: 0.3386, l_d: 91.1426, kld_loss: 0.0052, s_l_f: 0.1266, s_l_d: 1.9645, s_kld_loss: 0.0023
Iteration 701, Generator loss: -1.9622, l_f: 0.3386, l_d: 91.1426, recons_loss: -91.1426, kld_loss: 0.0052
Epoch 3, Generator loss: -1.7576, l_f: 0.3401, l_d: 56.7773, recons_loss: -56.7773, kld_loss: 0.0096
Normalize: l_f: 0.3401, l_d: 77.6953, kld_loss: 0.0076, s_l_f: 0.1271, s_l_d: 1.8959, s_kld_loss: 0.0033
Iteration 1, Generator loss: -1.8926, l_f: 0.3401, l_d: 77.6953, recons_loss: -77.6953, kld_loss: 0.0076
Normalize: l_f: 0.3399, l_d: 80.6836, kld_loss: 0.0077, s_l_f: 0.1271, s_l_d: 1.9121, s_kld_loss: 0.0033
Iteration 101, Generator loss: -1.9088, l_f: 0.3399, l_d: 80.6836, recons_loss: -80.6836, kld_loss: 0.0077
Normalize: l_f: 0.3396, l_d: 75.2051, kld_loss: 0.0132, s_l_f: 0.1270, s_l_d: 1.8820, s_kld_loss: 0.0057
Iteration 201, Generator loss: -1.8763, l_f: 0.3396, l_d: 75.2051, recons_loss: -75.2051, kld_loss: 0.0132
Normalize: l_f: 0.3378, l_d: 84.1699, kld_loss: 0.0019, s_l_f: 0.1264, s_l_d: 1.9303, s_kld_loss: 0.0008
Iteration 301, Generator loss: -1.9295, l_f: 0.3378, l_d: 84.1699, recons_loss: -84.1699, kld_loss: 0.0019
Normalize: l_f: 0.3415, l_d: 75.2051, kld_loss: 0.0760, s_l_f: 0.1276, s_l_d: 1.8820, s_kld_loss: 0.0318
Iteration 401, Generator loss: -1.8502, l_f: 0.3415, l_d: 75.2051, recons_loss: -75.2051, kld_loss: 0.0760
Normalize: l_f: 0.3374, l_d: 77.6953, kld_loss: 0.0132, s_l_f: 0.1263, s_l_d: 1.8959, s_kld_loss: 0.0057
Iteration 501, Generator loss: -1.8903, l_f: 0.3374, l_d: 77.6953, recons_loss: -77.6953, kld_loss: 0.0132
Normalize: l_f: 0.3381, l_d: 74.7070, kld_loss: 0.0037, s_l_f: 0.1265, s_l_d: 1.8791, s_kld_loss: 0.0016
Iteration 601, Generator loss: -1.8776, l_f: 0.3381, l_d: 74.7070, recons_loss: -74.7070, kld_loss: 0.0037
Normalize: l_f: 0.3398, l_d: 67.2363, kld_loss: 0.0023, s_l_f: 0.1270, s_l_d: 1.8340, s_kld_loss: 0.0010
Iteration 701, Generator loss: -1.8330, l_f: 0.3398, l_d: 67.2363, recons_loss: -67.2363, kld_loss: 0.0023
Epoch 4, Generator loss: -1.8292, l_f: 0.3399, l_d: 67.2363, recons_loss: -67.2363, kld_loss: 0.0111
Normalize: l_f: 0.3400, l_d: 85.1660, kld_loss: 0.0083, s_l_f: 0.1271, s_l_d: 1.9353, s_kld_loss: 0.0036
Iteration 1, Generator loss: -1.9317, l_f: 0.3400, l_d: 85.1660, recons_loss: -85.1660, kld_loss: 0.0083
Normalize: l_f: 0.3394, l_d: 79.6875, kld_loss: 0.0052, s_l_f: 0.1269, s_l_d: 1.9068, s_kld_loss: 0.0023
Iteration 101, Generator loss: -1.9045, l_f: 0.3394, l_d: 79.6875, recons_loss: -79.6875, kld_loss: 0.0052
Normalize: l_f: 0.3412, l_d: 89.6484, kld_loss: 0.0455, s_l_f: 0.1275, s_l_d: 1.9574, s_kld_loss: 0.0193
Iteration 201, Generator loss: -1.9380, l_f: 0.3412, l_d: 89.6484, recons_loss: -89.6484, kld_loss: 0.0455
Normalize: l_f: 0.3384, l_d: 89.6484, kld_loss: 0.0112, s_l_f: 0.1266, s_l_d: 1.9574, s_kld_loss: 0.0048
Iteration 301, Generator loss: -1.9525, l_f: 0.3384, l_d: 89.6484, recons_loss: -89.6484, kld_loss: 0.0112
Normalize: l_f: 0.3395, l_d: 64.7461, kld_loss: 0.1330, s_l_f: 0.1270, s_l_d: 1.8179, s_kld_loss: 0.0542
Iteration 401, Generator loss: -1.7636, l_f: 0.3395, l_d: 64.7461, recons_loss: -64.7461, kld_loss: 0.1330
Normalize: l_f: 0.3387, l_d: 72.2168, kld_loss: 0.0421, s_l_f: 0.1267, s_l_d: 1.8646, s_kld_loss: 0.0179
Iteration 501, Generator loss: -1.8467, l_f: 0.3387, l_d: 72.2168, recons_loss: -72.2168, kld_loss: 0.0421
Normalize: l_f: 0.3378, l_d: 89.6484, kld_loss: 0.0079, s_l_f: 0.1264, s_l_d: 1.9574, s_kld_loss: 0.0034
Iteration 601, Generator loss: -1.9539, l_f: 0.3378, l_d: 89.6484, recons_loss: -89.6484, kld_loss: 0.0079
Normalize: l_f: 0.3406, l_d: 79.6875, kld_loss: 0.0115, s_l_f: 0.1273, s_l_d: 1.9068, s_kld_loss: 0.0050
Iteration 701, Generator loss: -1.9018, l_f: 0.3406, l_d: 79.6875, recons_loss: -79.6875, kld_loss: 0.0115
Epoch 5, Generator loss: -1.8302, l_f: 0.3403, l_d: 67.2363, recons_loss: -67.2363, kld_loss: 0.0089
Normalize: l_f: 0.3404, l_d: 82.1777, kld_loss: 0.0062, s_l_f: 0.1272, s_l_d: 1.9200, s_kld_loss: 0.0027
Iteration 1, Generator loss: -1.9173, l_f: 0.3404, l_d: 82.1777, recons_loss: -82.1777, kld_loss: 0.0062
Normalize: l_f: 0.3395, l_d: 95.1270, kld_loss: 0.0052, s_l_f: 0.1269, s_l_d: 1.9828, s_kld_loss: 0.0022
Iteration 101, Generator loss: -1.9806, l_f: 0.3395, l_d: 95.1270, recons_loss: -95.1270, kld_loss: 0.0052
Normalize: l_f: 0.3405, l_d: 67.2363, kld_loss: 0.0019, s_l_f: 0.1273, s_l_d: 1.8340, s_kld_loss: 0.0008
Iteration 201, Generator loss: -1.8332, l_f: 0.3405, l_d: 67.2363, recons_loss: -67.2363, kld_loss: 0.0019
Normalize: l_f: 0.3385, l_d: 77.1973, kld_loss: 0.0198, s_l_f: 0.1266, s_l_d: 1.8932, s_kld_loss: 0.0085
Iteration 301, Generator loss: -1.8847, l_f: 0.3385, l_d: 77.1973, recons_loss: -77.1973, kld_loss: 0.0198
Normalize: l_f: 0.3417, l_d: 77.1973, kld_loss: 0.0140, s_l_f: 0.1276, s_l_d: 1.8932, s_kld_loss: 0.0060
Iteration 401, Generator loss: -1.8871, l_f: 0.3417, l_d: 77.1973, recons_loss: -77.1973, kld_loss: 0.0140
Normalize: l_f: 0.3377, l_d: 86.1621, kld_loss: 0.0188, s_l_f: 0.1264, s_l_d: 1.9403, s_kld_loss: 0.0081
Iteration 501, Generator loss: -1.9322, l_f: 0.3377, l_d: 86.1621, recons_loss: -86.1621, kld_loss: 0.0188
Normalize: l_f: 0.3376, l_d: 69.7266, kld_loss: 0.0062, s_l_f: 0.1263, s_l_d: 1.8496, s_kld_loss: 0.0027
Iteration 601, Generator loss: -1.8469, l_f: 0.3376, l_d: 69.7266, recons_loss: -69.7266, kld_loss: 0.0062
Normalize: l_f: 0.3387, l_d: 77.1973, kld_loss: 0.0016, s_l_f: 0.1267, s_l_d: 1.8932, s_kld_loss: 0.0007
Iteration 701, Generator loss: -1.8925, l_f: 0.3387, l_d: 77.1973, recons_loss: -77.1973, kld_loss: 0.0016
Epoch 6, Generator loss: -1.8150, l_f: 0.3399, l_d: 65.2441, recons_loss: -65.2441, kld_loss: 0.0143
Normalize: l_f: 0.3393, l_d: 69.2285, kld_loss: 0.0087, s_l_f: 0.1269, s_l_d: 1.8465, s_kld_loss: 0.0038
Iteration 1, Generator loss: -1.8427, l_f: 0.3393, l_d: 69.2285, recons_loss: -69.2285, kld_loss: 0.0087
Normalize: l_f: 0.3389, l_d: 71.2207, kld_loss: 0.0212, s_l_f: 0.1267, s_l_d: 1.8587, s_kld_loss: 0.0091
Iteration 101, Generator loss: -1.8496, l_f: 0.3389, l_d: 71.2207, recons_loss: -71.2207, kld_loss: 0.0212
Normalize: l_f: 0.3411, l_d: 77.1973, kld_loss: 0.3142, s_l_f: 0.1274, s_l_d: 1.8932, s_kld_loss: 0.1187
Iteration 201, Generator loss: -1.7745, l_f: 0.3411, l_d: 77.1973, recons_loss: -77.1973, kld_loss: 0.3142
